pmid,pub_year,stance,failure_mode,model_type,confidence,rationale,prompt_version,model
34242437,2021,Alarm,misclassification,discriminative,0.920,AI diagnostic accuracy assessed for rare skin cancer detection/classification errors,q7_failuremode_v1,claude-sonnet-4-6
40849634,2025,Alarm,misclassification,generative,0.920,"LLMs evaluated on accuracy/wrong answers in MCQ exam, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38273152,2024,Alarm,misclassification,generative,0.870,"LLM accuracy in diagnosis and triage assessed; wrong labels/diagnoses, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
34969610,2022,Alarm,misclassification,discriminative,0.850,"Audit of FDA-regulated imaging AI validation; concerns about generalizability, bias, classification performance",q7_failuremode_v1,claude-sonnet-4-6
33369050,2021,Alarm,misclassification,discriminative,0.550,"Focuses on bias in AI predictions/inferences from mHealth data, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40730644,2025,Alarm,both,generative,0.900,Evaluates both hallucinations (confabulation) and accuracy/performance scores (misclassification) in LLMs,q7_failuremode_v1,claude-sonnet-4-6
39325705,2024,Alarm,misclassification,generative,0.920,LLM accuracy on exam questions compared to trainees; performance/scoring evaluation,q7_failuremode_v1,claude-sonnet-4-6
36165796,2023,Alarm,misclassification,discriminative,0.950,DL prediction model evaluated for bias and generalizability errors in bone age estimation,q7_failuremode_v1,claude-sonnet-4-6
35470133,2022,Alarm,misclassification,discriminative,0.950,Classification bias with higher false negative rates for females in liver disease prediction models,q7_failuremode_v1,claude-sonnet-4-6
40961357,2025,Alarm,misclassification,both,0.900,Compares classification accuracy of LLMs and dedicated ECG AI for MI detection; wrong predictions are the focus.,q7_failuremode_v1,claude-sonnet-4-6
40605830,2025,Alarm,misclassification,generative,0.820,"generative image model produces biased/inaccurate demographic representations, not fabricated text",q7_failuremode_v1,claude-sonnet-4-6
41486195,2026,Alarm,misclassification,generative,0.950,LLM diagnostic accuracy on multiple-choice questions compared to expert clinicians,q7_failuremode_v1,claude-sonnet-4-6
40404499,2025,Alarm,misclassification,discriminative,0.950,"Deep learning prediction model shows degraded performance due to selection bias, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40844612,2025,Alarm,misclassification,both,0.720,AI report quality/accuracy evaluated; involves generative preliminary reports and discriminative EDX interpretation,q7_failuremode_v1,claude-sonnet-4-6
37812411,2023,Alarm,none_or_unclear,unclear,0.700,"Policy/regulatory critique, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38789133,2024,Alarm,misclassification,generative,0.850,LLM evaluated for diagnostic accuracy/classification errors in ophthalmic image interpretation,q7_failuremode_v1,claude-sonnet-4-6
38910941,2024,Alarm,misclassification,generative,0.850,"ChatGPT diagnostic inconsistency/inaccuracy for AD/MCI stages, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40230830,2025,Alarm,misclassification,generative,0.850,"LLM responses scored for accuracy/concordance with guidelines, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40725794,2025,Alarm,misclassification,generative,0.820,LLM accuracy evaluated on correct vs incorrect clinical recommendations; some inconsistency noted but primary focus is correctness/accuracy,q7_failuremode_v1,claude-sonnet-4-6
37679532,2023,Alarm,confabulation,generative,0.970,ChatGPT generates erroneous/non-existent fabricated references in scientific writing,q7_failuremode_v1,claude-sonnet-4-6
35568691,2022,Alarm,misclassification,discriminative,0.600,Bias/miscalibration in predictive health models across racial groups implied,q7_failuremode_v1,claude-sonnet-4-6
37820865,2024,Alarm,misclassification,discriminative,0.900,AI algorithms rank/classify embryo quality; poor agreement reflects prediction/classification errors,q7_failuremode_v1,claude-sonnet-4-6
37024020,2023,Alarm,misclassification,discriminative,0.820,focuses on supervised ML prediction/diagnostic models and their reporting/validation issues,q7_failuremode_v1,claude-sonnet-4-6
40665345,2025,Alarm,misclassification,generative,0.820,"LLMs produce biased predictions/recommendations based on sociodemographic attributes, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40367652,2025,Alarm,misclassification,generative,0.900,"LLMs assigned wrong CPT codes; accuracy/correctness evaluated, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39230409,2024,Alarm,misclassification,generative,0.920,"LLMs evaluated on staging accuracy/classification errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40047903,2025,Alarm,misclassification,generative,0.800,"LLM evaluated for accuracy/guideline adherence, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
41515664,2026,Alarm,misclassification,both,0.900,LLMs evaluated for diagnostic accuracy on trichoscopic images vs. human dermatologists; classification errors measured,q7_failuremode_v1,claude-sonnet-4-6
41436330,2025,Alarm,misclassification,both,0.820,Wrong shade predictions (misclassification) evaluated across generative AI and discriminative digital tools,q7_failuremode_v1,claude-sonnet-4-6
40864898,2025,Alarm,misclassification,discriminative,0.950,ML predictive models show inflated/misleading classification performance due to EHR diagnostic misclassification bias,q7_failuremode_v1,claude-sonnet-4-6
39318971,2024,Alarm,misclassification,generative,0.820,"GPT-4 gives incorrect/incomplete guideline-based recommendations, wrong clinical decisions, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
41160724,2025,Alarm,both,generative,0.920,Both hallucinated citations and inaccurate/misclassified supplement effectiveness claims explicitly measured,q7_failuremode_v1,claude-sonnet-4-6
41569828,2026,Alarm,none_or_unclear,unclear,0.950,Philosophical/ethical argument about AI nature; no failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41091603,2025,Alarm,both,generative,0.920,Explicitly measures hallucination rate and diagnostic accuracy/correctness in LLMs,q7_failuremode_v1,claude-sonnet-4-6
39532254,2025,Alarm,misclassification,discriminative,0.850,Scoping review of biased predictions/classifications in clinical ML models across demographic groups,q7_failuremode_v1,claude-sonnet-4-6
40958411,2026,Alarm,misclassification,generative,0.950,"LLMs evaluated for detection accuracy; false positives/negatives, poor specificity reported",q7_failuremode_v1,claude-sonnet-4-6
36877519,2023,Alarm,misclassification,discriminative,0.900,"Evaluates diagnostic AI models for psychiatric classification bias, poor calibration, false predictions",q7_failuremode_v1,claude-sonnet-4-6
37814369,2024,Alarm,misclassification,generative,0.880,"LLM accuracy evaluated against expert answers; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41909033,2026,Alarm,misclassification,generative,0.820,"LLMs produce incorrect nutrient calculations/predictions, systematic underestimation errors",q7_failuremode_v1,claude-sonnet-4-6
41208202,2026,Alarm,confabulation,generative,0.820,"AI video generators produced inaccurate, missing, or irrelevant content—fabricated/unfaithful outputs",q7_failuremode_v1,claude-sonnet-4-6
35175575,2022,Alarm,misclassification,discriminative,0.720,"Concerns about opaque predictive models' performance, generalisability, and utility in sports medicine",q7_failuremode_v1,claude-sonnet-4-6
41265113,2026,Alarm,misclassification,generative,0.920,"LLM accuracy on image-based radiology MCQs measured; wrong answer selection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40639839,2025,Alarm,misclassification,discriminative,0.900,"ML models predicting race/ethnicity from vitals, evaluating classification bias and accuracy",q7_failuremode_v1,claude-sonnet-4-6
41213177,2026,Alarm,confabulation,generative,0.950,ChatGPT hallucinations in medical literature searches; fabricated references explicitly described,q7_failuremode_v1,claude-sonnet-4-6
39719573,2024,Alarm,both,generative,0.950,Fabricated citations and factual errors (confabulation) plus wrong calculations/predictions (misclassification),q7_failuremode_v1,claude-sonnet-4-6
37517980,2023,Alarm,misclassification,generative,0.900,"LLM accuracy on exam questions evaluated; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39837727,2025,Alarm,none_or_unclear,discriminative,0.600,"Focuses on gender representation gaps in auto-segmentation tools, not a specific failure mechanism",q7_failuremode_v1,claude-sonnet-4-6
38070128,2024,Alarm,misclassification,generative,0.900,"LLMs evaluated on decision accuracy/correctness, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
41615479,2026,Alarm,misclassification,both,0.870,ChatGPT prediction accuracy compared to classical discriminative scoring systems for stone-free outcomes,q7_failuremode_v1,claude-sonnet-4-6
39532572,2025,Alarm,misclassification,generative,0.870,"Evaluates LLM accuracy/correctness on dental exam questions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40119714,2025,Alarm,both,generative,0.880,LLMs gave incorrect recommendations (misclassification) and potentially fabricated references (confabulation),q7_failuremode_v1,claude-sonnet-4-6
38638404,2024,Alarm,misclassification,generative,0.920,"LLM safety classifications compared against Micromedex; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41537664,2026,Alarm,none_or_unclear,generative,0.600,"General feasibility/safety framing for foundation models in ICU, no specific mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41968951,2026,Alarm,misclassification,generative,0.880,ChatGPT evaluated for classification accuracy of DDIs; false negatives dominate errors,q7_failuremode_v1,claude-sonnet-4-6
39050145,2024,Alarm,misclassification,generative,0.850,"LLM accuracy evaluated on clinical pharmacy questions; wrong/incomplete answers, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
37827111,2023,Alarm,misclassification,discriminative,0.950,Deep learning models predicting MGMT methylation status from MRI; poor predictive performance evaluated,q7_failuremode_v1,claude-sonnet-4-6
39965220,2025,Alarm,confabulation,generative,0.820,"AI chatbots providing inaccurate/fabricated medical information, misinformation framing",q7_failuremode_v1,claude-sonnet-4-6
38417624,2024,Alarm,misclassification,generative,0.920,"LLM evaluated for diagnostic accuracy and management correctness, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37523918,2023,Alarm,misclassification,discriminative,0.950,MRI-based classification models show biased/poor diagnostic accuracy due to dataset confounders,q7_failuremode_v1,claude-sonnet-4-6
40273637,2025,Alarm,misclassification,discriminative,0.950,"AI triage tool produces wrong urgency classifications, over/undertriage errors",q7_failuremode_v1,claude-sonnet-4-6
39930399,2025,Alarm,misclassification,generative,0.900,"LLM accuracy on exam questions measured; wrong answers are misclassification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37100503,2023,Alarm,misclassification,discriminative,0.920,"Classification models overestimate accuracy due to data inflation effects, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
33940578,2022,Alarm,misclassification,discriminative,0.850,AI detection/characterization system fails to correctly predict resection status,q7_failuremode_v1,claude-sonnet-4-6
39477547,2024,Alarm,misclassification,generative,0.850,"ChatGPT evaluated for accuracy in identifying positioning errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37686504,2023,Alarm,misclassification,discriminative,0.970,adversarial pixel attacks causing wrong classification in DNN medical image models,q7_failuremode_v1,claude-sonnet-4-6
40941678,2025,Alarm,misclassification,both,0.920,Compares diagnostic accuracy of discriminative AI (S-Detect) and elastography for thyroid nodule classification,q7_failuremode_v1,claude-sonnet-4-6
40056436,2025,Alarm,misclassification,both,0.950,"Compares LLM vs discriminative ML prediction accuracy, calibration, fairness—no fabrication involved",q7_failuremode_v1,claude-sonnet-4-6
40353026,2025,Alarm,misclassification,generative,0.720,ChatGPT gives wrong clinical answers influencing student decisions; accuracy/correctness focus,q7_failuremode_v1,claude-sonnet-4-6
40916988,2025,Alarm,none_or_unclear,unclear,0.850,General AI risk framing about AGI threats; no specific mechanism evaluated empirically,q7_failuremode_v1,claude-sonnet-4-6
40690274,2026,Alarm,both,generative,0.820,ChatGPT produces incorrect/insufficient info (misclassification) and factual inaccuracies/misinformation (confabulation),q7_failuremode_v1,claude-sonnet-4-6
36001408,2022,Alarm,misclassification,discriminative,0.950,AI detection system failed to improve adenoma detection; false negatives/missed polyps implied,q7_failuremode_v1,claude-sonnet-4-6
39473094,2024,Alarm,confabulation,generative,0.700,Focus on LLM output variability/stochasticity affecting reliability of generated medical content,q7_failuremode_v1,claude-sonnet-4-6
39155667,2024,Alarm,misclassification,generative,0.820,"LLMs evaluated for accuracy of clinical management recommendations, not fabrication of references",q7_failuremode_v1,claude-sonnet-4-6
39123282,2024,Alarm,misclassification,generative,0.920,"Evaluating diagnostic accuracy of LLMs on dermatology cases, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37754934,2023,Alarm,misclassification,discriminative,0.820,"Reconstruction model produces poor-quality images; evaluated via PSNR/SSIM, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40550134,2025,Alarm,confabulation,generative,0.900,"LLMs instructed to generate fabricated, false health information as disinformation",q7_failuremode_v1,claude-sonnet-4-6
37972444,2024,Alarm,misclassification,both,0.820,Generative AI fakes reviews; discriminative classifiers misclassify real vs AI-generated content,q7_failuremode_v1,claude-sonnet-4-6
41276667,2026,Alarm,misclassification,generative,0.920,"GPT-4.1 evaluated for diagnostic accuracy; wrong labels/false negatives, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38764369,2024,Alarm,misclassification,generative,0.880,"Evaluates ChatGPT accuracy on medical questions; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40958374,2025,Alarm,misclassification,generative,0.900,LLM evaluated for incorrect bias risk classifications vs human expert judgments,q7_failuremode_v1,claude-sonnet-4-6
39433263,2025,Alarm,misclassification,discriminative,0.950,ML classifiers show reduced predictive accuracy/discrimination in minority racial groups,q7_failuremode_v1,claude-sonnet-4-6
41740457,2026,Alarm,confabulation,generative,0.820,LLMs fabricate unprompted cost warnings based on name-race signals; termed 'hallucinating financial scarcity',q7_failuremode_v1,claude-sonnet-4-6
38203101,2023,Alarm,misclassification,discriminative,0.820,"CNN classification of glaucoma from fundus images; saliency maps evaluate decision regions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38470976,2024,Alarm,misclassification,both,0.850,"Compares ML vs conventional predictive models; poor discrimination/calibration, no fabrication involved",q7_failuremode_v1,claude-sonnet-4-6
38049432,2023,Alarm,none_or_unclear,discriminative,0.500,"Focus is on memorization/privacy leakage, not confabulation or misclassification per se",q7_failuremode_v1,claude-sonnet-4-6
39773383,2025,Alarm,misclassification,generative,0.850,"LLM evaluated for accuracy of antibiotic recommendations, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41401013,2026,Alarm,misclassification,generative,0.870,"LLM fails to correctly classify low-quality posts, rating them favorably vs expert standard",q7_failuremode_v1,claude-sonnet-4-6
41870191,2026,Alarm,misclassification,generative,0.850,"LLMs giving wrong dosing recommendations — accuracy/correctness errors, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
37458761,2023,Alarm,misclassification,generative,0.820,ChatGPT gave wrong therapy recommendations for HER2 patients; classification errors not fabrication,q7_failuremode_v1,claude-sonnet-4-6
39287535,2024,Alarm,misclassification,generative,0.920,GPT-4V diagnostic accuracy evaluated on retinal image classification tasks,q7_failuremode_v1,claude-sonnet-4-6
40715862,2026,Alarm,misclassification,generative,0.850,LLM produces inaccurate/unreliable numerical measurements compared to radiologist ground truth,q7_failuremode_v1,claude-sonnet-4-6
36788769,2023,Alarm,misclassification,discriminative,0.950,AI-CAD detection accuracy evaluated via sensitivity and false-positive rates for chest radiograph diagnosis,q7_failuremode_v1,claude-sonnet-4-6
40670886,2025,Alarm,none_or_unclear,generative,0.700,Discusses alignment faking/regulatory failure framing; no specific confabulation or misclassification mechanism measured,q7_failuremode_v1,claude-sonnet-4-6
37306147,2023,Alarm,misclassification,generative,0.870,"ChatGPT diagnostic accuracy evaluated; wrong diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41773215,2026,Alarm,misclassification,generative,0.880,"GPT-4 diagnostic accuracy evaluated against cardiologist diagnoses; wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40278718,2025,Alarm,misclassification,generative,0.780,"LLM generates unsafe/inappropriate exercise plans, evaluated for quality and safety errors",q7_failuremode_v1,claude-sonnet-4-6
38713028,2024,Alarm,misclassification,generative,0.850,"GPT-4V evaluated on detection accuracy (PPV, TPR, F1) for radiologic findings, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41577988,2026,Alarm,misclassification,both,0.850,EF estimation errors (worse for females) in a model pretrained on reports and finetuned for prediction,q7_failuremode_v1,claude-sonnet-4-6
38000671,2024,Alarm,misclassification,generative,0.720,"Evaluates accuracy and quality of LLM responses, not fabrication; scoring/classification of information quality",q7_failuremode_v1,claude-sonnet-4-6
40917271,2025,Alarm,misclassification,generative,0.950,"GPT-4o evaluated for diagnostic accuracy in DR grading; classification errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41677994,2025,Alarm,misclassification,generative,0.820,"AI image generator produces biased/inaccurate demographic representations, not fabricated text",q7_failuremode_v1,claude-sonnet-4-6
41310564,2025,Alarm,misclassification,generative,0.920,"LLM age predictions evaluated for accuracy/error vs chronological age, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39937452,2025,Alarm,misclassification,generative,0.720,"LLM evaluated for accuracy/usefulness scores and readability achievement, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37335851,2023,Alarm,misclassification,generative,0.850,"Evaluates LLM accuracy on multiple-choice exam questions, measuring correct/incorrect performance",q7_failuremode_v1,claude-sonnet-4-6
39476977,2025,Alarm,misclassification,generative,0.900,"Evaluating diagnostic accuracy of ChatGPT across skin phototypes, not fabrication.",q7_failuremode_v1,claude-sonnet-4-6
40013839,2025,Alarm,misclassification,generative,0.920,"GPT-4 evaluated on diagnostic accuracy/classification of seizure types, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41015910,2025,Alarm,none_or_unclear,unclear,0.850,Philosophical argument about empathy limitations; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38530460,2024,Alarm,misclassification,generative,0.720,LLM accuracy/quality assessed via scoring instruments; omissions reflect poor output quality not fabrication,q7_failuremode_v1,claude-sonnet-4-6
37498609,2023,Alarm,confabulation,generative,0.950,Explicitly measures hallucinated/fabricated references and unverifiable content from AI chatbots,q7_failuremode_v1,claude-sonnet-4-6
34245310,2022,Alarm,misclassification,discriminative,0.920,ML models predicting MCID attainment; classification accuracy compared via AUC,q7_failuremode_v1,claude-sonnet-4-6
40459826,2025,Alarm,misclassification,discriminative,0.600,automated decision-making systems misrecognizing/misclassifying disabled people's needs or identities,q7_failuremode_v1,claude-sonnet-4-6
37888113,2023,Alarm,misclassification,generative,0.870,LLM treatment recommendations compared against expert board; concordance/accuracy evaluated,q7_failuremode_v1,claude-sonnet-4-6
41861953,2026,Alarm,misclassification,generative,0.850,LLMs produce wrong predictions by defaulting to population-level rather than individual reasoning,q7_failuremode_v1,claude-sonnet-4-6
40927810,2025,Alarm,misclassification,both,0.900,VLMs evaluated on classification accuracy of optic disc swelling; generative+discriminative task measured,q7_failuremode_v1,claude-sonnet-4-6
33895561,2021,Alarm,none_or_unclear,unclear,0.550,"Title describes absence of AI methods, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38241075,2024,Alarm,none_or_unclear,discriminative,0.600,"Focuses on reporting quality/transparency of ML studies, not a specific failure mechanism",q7_failuremode_v1,claude-sonnet-4-6
38394317,2024,Alarm,misclassification,discriminative,0.950,"Classification models fail on imbalanced small clinical dataset, poor predictive performance",q7_failuremode_v1,claude-sonnet-4-6
38364587,2024,Alarm,misclassification,discriminative,0.850,"DL classification model for cancer detection evaluated on accuracy, recall, precision; XAI localization errors",q7_failuremode_v1,claude-sonnet-4-6
38663993,2024,Alarm,none_or_unclear,generative,0.700,"Systematic review of bias/quality issues in image translation models, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40220270,2025,Alarm,confabulation,generative,0.800,Chatbot-generated drug information may contain fabricated or inaccurate content causing adverse events,q7_failuremode_v1,claude-sonnet-4-6
41883541,2026,Alarm,misclassification,generative,0.820,"Evaluates accuracy/reliability scores of LLM responses, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
40214230,2025,Alarm,misclassification,generative,0.870,"LLMs producing wrong CPT codes/modifiers — incorrect label assignment, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
39443664,2024,Alarm,confabulation,generative,0.900,LLMs injected with false biomedical facts propagate fabricated/incorrect information in outputs,q7_failuremode_v1,claude-sonnet-4-6
39042425,2024,Alarm,misclassification,both,0.920,"Diagnostic accuracy (sensitivity/specificity) of AI symptom checkers evaluated; classification errors, no fabrication.",q7_failuremode_v1,claude-sonnet-4-6
41889427,2026,Alarm,none_or_unclear,generative,0.700,General risk framing of chatbots in mental health; no specific mechanism tested,q7_failuremode_v1,claude-sonnet-4-6
39332706,2025,Alarm,misclassification,generative,0.870,"LLM evaluated on diagnostic accuracy and clinical decision correctness, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40605845,2025,Alarm,misclassification,generative,0.900,"LLMs producing incorrect/unsafe dose calculations — wrong numeric outputs, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
39433158,2025,Alarm,misclassification,discriminative,0.970,AI auscultation platform evaluated for sensitivity/specificity in VHD detection; classification errors measured.,q7_failuremode_v1,claude-sonnet-4-6
37952634,2024,Alarm,confabulation,generative,0.850,Chatbots producing inaccurate/harmful information implies fabricated or unfaithful content generation,q7_failuremode_v1,claude-sonnet-4-6
39392690,2025,Alarm,confabulation,generative,0.820,"LLM generates inaccurate, omitted, or misleading patient information — fabricated/unfaithful content",q7_failuremode_v1,claude-sonnet-4-6
38180398,2024,Alarm,misclassification,discriminative,0.950,ML algorithm predicts wrong triage acuity scores; over/undertriage classification errors,q7_failuremode_v1,claude-sonnet-4-6
37301051,2023,Alarm,misclassification,discriminative,0.970,"AI detection tool shows false positives/negatives, low sensitivity in pediatric nodule detection",q7_failuremode_v1,claude-sonnet-4-6
39214893,2025,Alarm,misclassification,generative,0.820,GPT-4V accuracy evaluated on radiology image classification tasks; wrong labels/predictions,q7_failuremode_v1,claude-sonnet-4-6
40429531,2025,Alarm,misclassification,generative,0.820,LLM treatment recommendations evaluated for accuracy/concordance with expert tumor board decisions,q7_failuremode_v1,claude-sonnet-4-6
39394122,2024,Alarm,misclassification,generative,0.900,"LLMs evaluated on diagnostic accuracy/correctness rates, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40358604,2025,Alarm,misclassification,generative,0.920,"LLM diagnostic accuracy evaluated against correct labels; wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39992569,2025,Alarm,both,generative,0.920,GPT-4 showed false positives/negatives (misclassification) and hallucinations (confabulation) in mammography interpretation,q7_failuremode_v1,claude-sonnet-4-6
41606485,2026,Alarm,misclassification,generative,0.850,"LLMs generating dietary plans evaluated for inaccurate nutrient values and guideline non-adherence, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40273525,2025,Alarm,misclassification,generative,0.950,"ChatGPT-4o evaluated for classification accuracy on KL grading; wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41506371,2026,Alarm,misclassification,generative,0.880,"LLMs evaluated on detection accuracy/sensitivity of drug interactions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38991693,2024,Alarm,none_or_unclear,generative,0.550,"General critique of LLMs in clinical practice, no specific mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40992950,2026,Alarm,confabulation,generative,0.850,Letter about ChatGPT trustworthiness for scholarly articles implies fabrication/hallucination concerns,q7_failuremode_v1,claude-sonnet-4-6
41389104,2026,Alarm,misclassification,discriminative,0.950,"Deep learning algorithm produces inaccurate Cobb angle measurements, especially in extreme scoliosis cases.",q7_failuremode_v1,claude-sonnet-4-6
39102765,2024,Alarm,misclassification,generative,0.820,"LLMs evaluated on accuracy of meeting nutritional targets, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37901112,2023,Alarm,misclassification,generative,0.820,"Diagnostic accuracy of ChatGPT evaluated, focusing on correct/incorrect diagnoses",q7_failuremode_v1,claude-sonnet-4-6
40821958,2025,Alarm,misclassification,generative,0.820,"LLM accuracy evaluated against expert consensus; wrong answers, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
39730155,2024,Alarm,misclassification,generative,0.850,"LLM scored lower than doctors on medical exam; accuracy/performance comparison, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40553457,2025,Alarm,misclassification,generative,0.820,LLM produces biased/wrong medical recommendations; cognitive bias as systematic reasoning error,q7_failuremode_v1,claude-sonnet-4-6
41298111,2025,Alarm,misclassification,discriminative,0.970,AI detection tool evaluated on sensitivity/specificity for aneurysm detection vs neuroradiologists,q7_failuremode_v1,claude-sonnet-4-6
38951256,2024,Alarm,misclassification,generative,0.920,"ChatGPT accuracy in classifying periodontitis stage/grade evaluated, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41594062,2025,Alarm,misclassification,generative,0.850,"LLM antibiotic recommendations compared for accuracy/agreement, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40210433,2025,Alarm,misclassification,generative,0.850,Evaluating accuracy of LLM treatment recommendations against established clinical guidelines,q7_failuremode_v1,claude-sonnet-4-6
37967485,2024,Alarm,misclassification,generative,0.920,"LLMs evaluated on triage accuracy/correctness, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
34798287,2022,Alarm,misclassification,discriminative,0.800,Focus on prediction model bias/accuracy loss from poor missing data handling,q7_failuremode_v1,claude-sonnet-4-6
40413255,2025,Alarm,misclassification,discriminative,0.950,Adversarial attacks manipulate classification predictions of skin cancer detection DNNs,q7_failuremode_v1,claude-sonnet-4-6
41585449,2026,Alarm,both,generative,0.950,LLMs hallucinated surgeon names (confabulation) and misidentified inappropriate surgeons (misclassification),q7_failuremode_v1,claude-sonnet-4-6
39971639,2025,Alarm,misclassification,generative,0.880,"LLM chatbots evaluated on diagnostic accuracy/classification of dysphonia types, poor agreement with experts",q7_failuremode_v1,claude-sonnet-4-6
40927103,2025,Alarm,misclassification,generative,0.920,"LLMs evaluated on accuracy of treatment classification decisions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41538516,2026,Alarm,misclassification,generative,0.920,"LLMs evaluated for diagnostic accuracy: false positives, poor specificity, wrong tooth localization",q7_failuremode_v1,claude-sonnet-4-6
40462054,2025,Alarm,misclassification,generative,0.820,"Evaluates adequacy/accuracy of chatbot responses via scoring, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
41547002,2026,Alarm,misclassification,generative,0.880,"LLM accuracy/calibration for mortality prediction; classification performance, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37423349,2023,Alarm,misclassification,generative,0.900,"LLMs scored on correct imaging modality selection; wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40136111,2025,Alarm,misclassification,generative,0.750,LLMs evaluated on accuracy of treatment plan recommendations vs expert benchmark,q7_failuremode_v1,claude-sonnet-4-6
38729608,2025,Alarm,misclassification,generative,0.720,"ChatGPT accuracy assessed via checklist scoring; inaccurate medication info, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
41464219,2025,Alarm,misclassification,generative,0.920,LLMs produce wrong classifications/predictions for Lenke system and fusion-level surgical planning,q7_failuremode_v1,claude-sonnet-4-6
40513204,2025,Alarm,misclassification,discriminative,0.950,Deep learning model predicts scores with poor agreement; classification/prediction errors described,q7_failuremode_v1,claude-sonnet-4-6
41882417,2026,Alarm,misclassification,generative,0.900,"LLMs evaluated for false positive/negative malpractice determinations, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38965432,2024,Alarm,misclassification,generative,0.850,"LLMs evaluated on diagnostic accuracy, guideline adherence, wrong diagnoses vs physicians",q7_failuremode_v1,claude-sonnet-4-6
41008719,2025,Alarm,misclassification,discriminative,0.950,Discriminative DL classifiers for AD diagnosis show inflated accuracy due to data leakage/poor validation,q7_failuremode_v1,claude-sonnet-4-6
40311171,2025,Alarm,misclassification,generative,0.920,"LLM diagnostic accuracy on histology slides measured; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41858292,2026,Alarm,misclassification,discriminative,0.870,ML models fail to generalize treatment effect predictions; poor validity/calibration across datasets,q7_failuremode_v1,claude-sonnet-4-6
