pmid,pub_year,stance,failure_mode,model_type,confidence,rationale,prompt_version,model
39761454,2025,Caution,misclassification,discriminative,0.820,"Focus on predictive/risk models evaluated for accuracy and bias, not generative AI",q7_failuremode_v1,claude-sonnet-4-6
37169486,2023,Caution,none_or_unclear,unclear,0.850,General AI opportunities/challenges framing; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
37326233,2024,Caution,misclassification,discriminative,0.950,"CNN landmark detection errors causing incorrect cephalometric measurements, no fabrication involved",q7_failuremode_v1,claude-sonnet-4-6
34507093,2021,Caution,misclassification,discriminative,0.920,"Review of ML predictive/classification models for epilepsy management decisions, no fabrication discussed",q7_failuremode_v1,claude-sonnet-4-6
41144102,2025,Caution,none_or_unclear,unclear,0.950,Qualitative perception study; no AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
37529789,2023,Caution,misclassification,generative,0.920,ChatGPT triage predictions evaluated for accuracy; over/under-triage classification errors measured,q7_failuremode_v1,claude-sonnet-4-6
40680319,2025,Caution,none_or_unclear,unclear,0.850,"General governance/policy framing, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41836276,2025,Caution,both,both,0.720,Review covers fabricated/misleading outputs and misclassification errors across generative and discriminative LLMs,q7_failuremode_v1,claude-sonnet-4-6
40997586,2025,Caution,none_or_unclear,generative,0.750,Survey of LLMs in biomedicine; no specific failure mechanism analyzed,q7_failuremode_v1,claude-sonnet-4-6
41671902,2026,Caution,none_or_unclear,generative,0.550,Comment on classification study; no explicit failure mechanism described in title,q7_failuremode_v1,claude-sonnet-4-6
39540090,2024,Caution,none_or_unclear,unclear,0.850,General ethical/legal framing of AI in SIRS research; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40272697,2025,Caution,none_or_unclear,generative,0.750,"General overview of LLM prospects and risks, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
34060359,2021,Caution,none_or_unclear,unclear,0.700,Scoping review of AI ethics in dentistry; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38517757,2024,Caution,confabulation,generative,0.720,"Focus on source reliability and faithfulness of LLM-generated health content, not classification accuracy",q7_failuremode_v1,claude-sonnet-4-6
39639193,2024,Caution,misclassification,discriminative,0.850,"Framework addresses ML classification errors, overfitting, poor generalization in migraine diagnosis models",q7_failuremode_v1,claude-sonnet-4-6
38738494,2024,Caution,misclassification,discriminative,0.900,Review of AI models for tumor classification/grading; focus on prediction errors and bias,q7_failuremode_v1,claude-sonnet-4-6
40320742,2025,Caution,both,generative,0.850,Explicitly mentions hallucinations (confabulation) and diagnostic misclassification/performance gaps in breast imaging tasks,q7_failuremode_v1,claude-sonnet-4-6
39120728,2025,Caution,misclassification,generative,0.750,"Evaluates ChatGPT accuracy answering clinical questions, focusing on correctness/performance.",q7_failuremode_v1,claude-sonnet-4-6
34518568,2021,Caution,misclassification,discriminative,0.920,AI app misclassifies correct/incorrect squat form; sensitivity/specificity/accuracy reported,q7_failuremode_v1,claude-sonnet-4-6
40943929,2025,Caution,none_or_unclear,generative,0.700,General barriers framework; hallucinations mentioned but no specific mechanism studied,q7_failuremode_v1,claude-sonnet-4-6
39897468,2025,Caution,none_or_unclear,generative,0.700,Protocol about educator concerns regarding GenAI; no specific failure mechanism examined,q7_failuremode_v1,claude-sonnet-4-6
41833961,2026,Caution,misclassification,discriminative,0.750,Re-identification via latent signals is a classification/prediction failure in discriminative models,q7_failuremode_v1,claude-sonnet-4-6
41911478,2026,Caution,misclassification,discriminative,0.700,"Focus on diagnostic errors, bias in AI-assisted mammography classification, detection accuracy",q7_failuremode_v1,claude-sonnet-4-6
36388342,2022,Caution,misclassification,discriminative,0.950,"ML classification model predicting rejection/graft failure risk, evaluated by AUC-ROC metrics",q7_failuremode_v1,claude-sonnet-4-6
38046053,2023,Caution,none_or_unclear,generative,0.750,"General discussion of opportunities and limitations, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41107928,2025,Caution,none_or_unclear,discriminative,0.550,Focuses on ethics/governance of DR screening AI; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40881062,2025,Caution,misclassification,generative,0.720,"Evaluates accuracy and quality of chatbot responses against guidelines, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39176474,2025,Caution,none_or_unclear,unclear,0.850,"General ethical/risk framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38361810,2024,Caution,none_or_unclear,generative,0.700,"General overview of ChatGPT in healthcare, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38522125,2024,Caution,none_or_unclear,unclear,0.900,"General historical/ethical framing of AI risks, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
42037098,2026,Caution,misclassification,generative,0.750,"Evaluates accuracy/quality scores of LLM chatbot responses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
35421855,2022,Caution,misclassification,discriminative,0.600,"Focuses on ML model risks, interpretability, and data-model dependency in predictive clinical workflows",q7_failuremode_v1,claude-sonnet-4-6
41778310,2026,Caution,none_or_unclear,unclear,0.900,"General methodological/ethical framing, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38218703,2024,Caution,none_or_unclear,unclear,0.700,"General framing about AI in aging care, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40354425,2025,Caution,confabulation,generative,0.850,ChatGPT generating literature reviews with accuracy/consistency/relevancy failures implies fabricated or unfaithful content,q7_failuremode_v1,claude-sonnet-4-6
34852413,2021,Caution,none_or_unclear,unclear,0.700,General overview of NLP challenges for PSE narratives; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41154292,2025,Caution,misclassification,generative,0.820,"LLM response accuracy/completeness scored by experts; wrong answers, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
37454752,2023,Caution,misclassification,discriminative,0.800,focuses on biased/unrepresentative datasets causing poor generalization and disparate predictions,q7_failuremode_v1,claude-sonnet-4-6
38643592,2024,Caution,none_or_unclear,discriminative,0.500,"General AI ethics framework discussion, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40074323,2026,Caution,none_or_unclear,generative,0.800,Ethical/philosophical discussion of LLMs in consent; no specific failure mechanism evaluated,q7_failuremode_v1,claude-sonnet-4-6
39896191,2024,Caution,misclassification,generative,0.820,"LLM evaluated on accuracy of clinical recommendations, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40922632,2025,Caution,confabulation,generative,0.720,"Students used LLMs to generate essay content deviating from guidelines, implying fabricated/unfaithful outputs",q7_failuremode_v1,claude-sonnet-4-6
37450276,2024,Caution,none_or_unclear,generative,0.700,General critique of AI integration; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40200818,2025,Caution,none_or_unclear,generative,0.550,"Case study framing; no specific failure mechanism explicitly described, general relevance discussion",q7_failuremode_v1,claude-sonnet-4-6
40228324,2025,Caution,none_or_unclear,unclear,0.850,Survey on moral responsibility perceptions; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
32996664,2021,Caution,none_or_unclear,unclear,0.850,"Philosophical/ethical framing, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
36826129,2023,Caution,none_or_unclear,unclear,0.900,"General ethical/values framework for AI in clinical care, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
39113535,2024,Caution,none_or_unclear,unclear,0.700,"General trust/oversight framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40319013,2025,Caution,misclassification,generative,0.750,"LLMs scored low on correctness/completeness—accuracy evaluation, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
37726729,2023,Caution,misclassification,discriminative,0.800,"AI predicts survival probability; errors relate to prediction accuracy, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
34267077,2021,Caution,misclassification,discriminative,0.800,Focus on predictive/prognostic models with poor individual prediction accuracy in ICU,q7_failuremode_v1,claude-sonnet-4-6
39353826,2025,Caution,confabulation,generative,0.850,LLMs generating simplified reports with trust-breaking errors and fabricated/unfaithful content,q7_failuremode_v1,claude-sonnet-4-6
38637437,2024,Caution,misclassification,generative,0.820,ChatGPT used for diagnosis task; accuracy/correctness of classification is central concern,q7_failuremode_v1,claude-sonnet-4-6
38598860,2024,Caution,none_or_unclear,unclear,0.950,"General ethical/regulatory framing, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38995378,2025,Caution,misclassification,generative,0.920,"Diagnostic accuracy of LLMs compared to radiologists; wrong diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40543678,2025,Caution,none_or_unclear,unclear,0.700,General ethical review of AI in dermatology; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40754806,2025,Caution,none_or_unclear,unclear,0.850,Qualitative interview study on expert opinions; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40964933,2026,Caution,none_or_unclear,generative,0.700,Proposes implementation framework; no specific failure mechanism empirically described,q7_failuremode_v1,claude-sonnet-4-6
38452862,2024,Caution,misclassification,discriminative,0.750,Focus on biased/unfair predictions and disparate classification outcomes across subpopulations,q7_failuremode_v1,claude-sonnet-4-6
38031481,2024,Caution,none_or_unclear,unclear,0.850,"General governance/oversight framework, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
34737066,2022,Caution,misclassification,discriminative,0.950,AI detection model shows false negatives/positives for vertebral fractures across age groups,q7_failuremode_v1,claude-sonnet-4-6
39949555,2025,Caution,none_or_unclear,discriminative,0.500,General review of ML challenges; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38702181,2024,Caution,none_or_unclear,unclear,0.700,"General commentary on AI and physician knowledge, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38952020,2024,Caution,confabulation,generative,0.820,Focuses on hallucinations in LLM medical responses; evaluation of fabricated/unreliable generated content,q7_failuremode_v1,claude-sonnet-4-6
41206189,2026,Caution,none_or_unclear,both,0.700,"General review of transformers in medicine, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41995004,2026,Caution,confabulation,generative,0.820,"LLM-generated content evaluated for accuracy and reliability failures, implying fabricated/unfaithful information",q7_failuremode_v1,claude-sonnet-4-6
41788533,2026,Caution,confabulation,generative,0.820,Study assesses reliability (fabricated/unfaithful content) and readability of LLM-generated health information,q7_failuremode_v1,claude-sonnet-4-6
40150078,2025,Caution,both,generative,0.880,Reviews confabulation and misclassification errors of generative AI in clinical medicine tasks,q7_failuremode_v1,claude-sonnet-4-6
35878821,2022,Caution,misclassification,discriminative,0.820,NLP models produce wrong clinical predictions due to note redundancy/bloat causing adversarial misclassification,q7_failuremode_v1,claude-sonnet-4-6
39545362,2025,Caution,none_or_unclear,discriminative,0.600,Qualitative study on trust/acceptability of ML prediction models; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
35396184,2022,Caution,misclassification,discriminative,0.950,"Deep learning fracture detection model with false positives/negatives, calibration shift, and subgroup errors",q7_failuremode_v1,claude-sonnet-4-6
39325508,2024,Caution,none_or_unclear,unclear,0.850,"General policy/governance framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38495823,2024,Caution,none_or_unclear,generative,0.700,Scoping review of LLMs in biomedicine; no specific failure mechanism examined,q7_failuremode_v1,claude-sonnet-4-6
37097338,2023,Caution,none_or_unclear,unclear,0.700,"General AI implementation framework, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
35729171,2022,Caution,none_or_unclear,unclear,0.950,General policy/horizon scan framing; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
36377970,2023,Caution,none_or_unclear,discriminative,0.500,General ethical framing of adaptive ML; no specific confabulation or misclassification mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41586511,2026,Caution,none_or_unclear,unclear,0.700,"General commentary on AI expectations, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
34027610,2021,Caution,misclassification,discriminative,0.600,"focuses on algorithmic bias and inequitable predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39973351,2025,Caution,none_or_unclear,both,0.550,"General AI risk framing; no specific failure mechanism described, mentions both generative and discriminative AI",q7_failuremode_v1,claude-sonnet-4-6
37803209,2023,Caution,none_or_unclear,unclear,0.850,"General policy/liability framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
39827008,2025,Caution,none_or_unclear,unclear,0.850,Survey on ethics/trustworthiness opinions; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41443971,2026,Caution,none_or_unclear,both,0.700,General roadmap/advocacy framing; mentions bias and misclassification risks but no specific mechanism studied,q7_failuremode_v1,claude-sonnet-4-6
34599876,2021,Caution,misclassification,discriminative,0.750,focuses on predictive AI model performance degradation and misclassification risks in radiology,q7_failuremode_v1,claude-sonnet-4-6
37296802,2023,Caution,misclassification,generative,0.820,"Evaluates accuracy of LLM answers to medical questions, not fabrication of references",q7_failuremode_v1,claude-sonnet-4-6
40565770,2025,Caution,none_or_unclear,both,0.600,General AI risks framing in ICU; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38308256,2024,Caution,misclassification,discriminative,0.950,Predictive mortality models degrade due to dataset/covariate shift during COVID pandemic,q7_failuremode_v1,claude-sonnet-4-6
41701928,2026,Caution,misclassification,discriminative,0.950,Predictive dementia classification models with biased performance across demographic subgroups,q7_failuremode_v1,claude-sonnet-4-6
41834065,2026,Caution,none_or_unclear,discriminative,0.550,Qualitative study on clinician informational needs; no specific AI failure mechanism evaluated,q7_failuremode_v1,claude-sonnet-4-6
37546190,2023,Caution,none_or_unclear,unclear,0.850,"General ethical framing of AI in medical education, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
37217091,2023,Caution,none_or_unclear,discriminative,0.550,Policy/regulatory framing of AI algorithms; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
36630292,2023,Caution,none_or_unclear,discriminative,0.550,"General epistemological/uncertainty framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40518911,2025,Caution,misclassification,generative,0.820,"LLM responses rated for correctness/accuracy, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
40882190,2025,Caution,misclassification,generative,0.850,LLMs overconfident/miscalibrated on medical MCQs; accuracy and calibration errors measured,q7_failuremode_v1,claude-sonnet-4-6
40621837,2025,Caution,both,both,0.700,ML prediction models (misclassification) and LLM prescribing tools (confabulation risk) both discussed,q7_failuremode_v1,claude-sonnet-4-6
41913972,2026,Caution,both,generative,0.820,LLMs fabricate/hallucinate content and misclassify/misjudge clinical decisions and image tasks,q7_failuremode_v1,claude-sonnet-4-6
41984594,2026,Caution,none_or_unclear,unclear,0.850,Survey on public perceptions of AI in medicine; no specific AI failure mechanism evaluated,q7_failuremode_v1,claude-sonnet-4-6
41441392,2025,Caution,misclassification,discriminative,0.970,DL classification model evaluated for false positives/negatives in NG tube position detection,q7_failuremode_v1,claude-sonnet-4-6
40382095,2025,Caution,none_or_unclear,unclear,0.700,"General ethical framework discussion, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40999290,2025,Caution,both,generative,0.820,Review covers accuracy/misclassification and unreliable/fabricated outputs in LLMs for infertility,q7_failuremode_v1,claude-sonnet-4-6
37812123,2023,Caution,none_or_unclear,generative,0.650,"General philosophical/ethical framing about ChatGPT in healthcare, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41937595,2026,Caution,misclassification,generative,0.920,"LLM accuracy in classifying NHSN infection categories; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41212985,2026,Caution,none_or_unclear,discriminative,0.600,Survey on attitudes toward AI screening; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
33354741,2021,Caution,misclassification,discriminative,0.550,Focuses on AI skin cancer diagnostic tools and cognitive/classification errors in real-world use,q7_failuremode_v1,claude-sonnet-4-6
39545614,2025,Caution,none_or_unclear,unclear,0.850,General ethical framing of AI in nursing; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41494115,2026,Caution,none_or_unclear,unclear,0.700,General AI risks framing; no specific confabulation or misclassification mechanism described,q7_failuremode_v1,claude-sonnet-4-6
39915801,2025,Caution,misclassification,generative,0.820,GPT 3.5 produced incorrect answers to clinical scenarios; students evaluated accuracy of LLM outputs,q7_failuremode_v1,claude-sonnet-4-6
41008415,2025,Caution,misclassification,generative,0.850,"LLM treatment recommendations compared against physician decisions; wrong recommendations, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38875575,2024,Caution,misclassification,generative,0.900,"LLM accuracy on MCQ benchmark evaluated; wrong answer selection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38269851,2024,Caution,none_or_unclear,unclear,0.850,"General ethical framing of AI in healthcare, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
39242544,2024,Caution,none_or_unclear,discriminative,0.500,"Protocol for systematic review; no specific failure mechanism described, general AI risk framing",q7_failuremode_v1,claude-sonnet-4-6
37624108,2023,Caution,none_or_unclear,unclear,0.850,Scoping review on adoption barriers/enablers; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41252128,2025,Caution,none_or_unclear,generative,0.750,"General AI risks framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
39294061,2024,Caution,none_or_unclear,generative,0.700,Scoping review on ethics of GenAI in healthcare; no specific failure mechanism evaluated,q7_failuremode_v1,claude-sonnet-4-6
39207831,2024,Caution,none_or_unclear,unclear,0.850,Scoping review on adoption barriers/facilitators; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
37130390,2023,Caution,none_or_unclear,unclear,0.700,Ethical/conceptual framing about AI types; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38248809,2024,Caution,misclassification,generative,0.920,"LLMs evaluated on classification accuracy of oxalate content categories, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41238987,2026,Caution,none_or_unclear,unclear,0.800,"General overview of AI in emergency medicine, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41950349,2026,Caution,confabulation,generative,0.750,"Focus on reliability, source indication, uncertainty communication, and evidence transparency of LLM-generated recommendations",q7_failuremode_v1,claude-sonnet-4-6
40106443,2025,Caution,both,generative,0.750,Evaluates factual consistency (confabulation) and clinical accuracy/harmfulness (misclassification) of LLM chatbots,q7_failuremode_v1,claude-sonnet-4-6
41741853,2026,Caution,misclassification,discriminative,0.850,Deep learning models for classification/segmentation/diagnosis with bias and generalization concerns,q7_failuremode_v1,claude-sonnet-4-6
33721700,2021,Caution,none_or_unclear,discriminative,0.550,General review of ML reliability in oncology; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41510754,2026,Caution,confabulation,generative,0.750,Concerns about AI-written reviews producing unreliable/untrustworthy scientific content via fabrication,q7_failuremode_v1,claude-sonnet-4-6
34642177,2021,Caution,none_or_unclear,unclear,0.850,General AI evaluation framework paper; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41843909,2026,Caution,none_or_unclear,generative,0.700,Methodological review of trial design; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40526627,2025,Caution,none_or_unclear,discriminative,0.500,General ethical/governance framing; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
35916673,2022,Caution,none_or_unclear,unclear,0.850,Governance/implementation framework paper; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41315131,2025,Caution,misclassification,generative,0.820,"Evaluates LLM accuracy on medical exam questions; concerns about performance disparities, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37855397,2024,Caution,both,generative,0.950,ChatGPT produced inaccurate/inconsistent info (misclassification) and non-existent/fabricated references (confabulation),q7_failuremode_v1,claude-sonnet-4-6
37467871,2023,Caution,none_or_unclear,generative,0.700,"General overview of use cases and pitfalls, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40035377,2025,Caution,none_or_unclear,unclear,0.850,"General AI opportunities and risks framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41027633,2025,Caution,none_or_unclear,unclear,0.850,"General ethical/risk framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
33731368,2021,Caution,misclassification,discriminative,0.850,Diagnostic accuracy of ML models replacing otoscopy for otitis media classification,q7_failuremode_v1,claude-sonnet-4-6
41105279,2026,Caution,none_or_unclear,discriminative,0.550,General AI risks framing; mentions diagnostic errors but no specific mechanism described,q7_failuremode_v1,claude-sonnet-4-6
39560980,2024,Caution,none_or_unclear,unclear,0.850,Policy/governance framework paper; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
37380750,2023,Caution,misclassification,discriminative,0.820,Focus on biased predictions and disparities across subpopulations in diagnostic/clinical AI models,q7_failuremode_v1,claude-sonnet-4-6
41742713,2026,Caution,none_or_unclear,both,0.750,"Reporting guideline paper; no specific failure mechanism described, covers FM/LLM broadly",q7_failuremode_v1,claude-sonnet-4-6
38975200,2024,Caution,none_or_unclear,generative,0.700,General overview of GenAI in healthcare; no specific failure mechanism empirically studied,q7_failuremode_v1,claude-sonnet-4-6
40307331,2025,Caution,none_or_unclear,generative,0.700,Scoping review of LLM mental health applications; no specific failure mechanism analyzed,q7_failuremode_v1,claude-sonnet-4-6
40244301,2025,Caution,none_or_unclear,unclear,0.850,General sustainability/risk framing; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
39261870,2024,Caution,both,generative,0.920,LLM produced inaccurate/insufficient answers (misclassification) and fabricated/incorrect references (confabulation),q7_failuremode_v1,claude-sonnet-4-6
41078570,2025,Caution,none_or_unclear,both,0.600,General overview of AI in OA research; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41154330,2025,Caution,misclassification,generative,0.820,"LLMs giving wrong clinical recommendations/judgments, not fabricating citations or entities",q7_failuremode_v1,claude-sonnet-4-6
34427331,2022,Caution,none_or_unclear,discriminative,0.550,"General discussion of performance measures and ethics, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
33745121,2021,Caution,none_or_unclear,unclear,0.850,Legal/policy paper on compensation frameworks; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
39207771,2024,Caution,none_or_unclear,unclear,0.850,Legal/regulatory framing; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38328955,2024,Caution,none_or_unclear,unclear,0.850,Scoping review protocol on AI monitoring methodology; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40736259,2025,Caution,none_or_unclear,generative,0.700,General use-case framing for LLMs in PTSD; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41318466,2025,Caution,none_or_unclear,discriminative,0.600,"Regulatory trend analysis; no specific failure mechanism described, devices are diagnostic/classification tools",q7_failuremode_v1,claude-sonnet-4-6
38850007,2024,Caution,none_or_unclear,generative,0.550,"Letter/commentary format; no specific failure mechanism described, general AI capability discussion",q7_failuremode_v1,claude-sonnet-4-6
40623593,2025,Caution,none_or_unclear,generative,0.700,Qualitative study on perspectives; no specific AI failure mechanism evaluated,q7_failuremode_v1,claude-sonnet-4-6
35585198,2022,Caution,none_or_unclear,discriminative,0.500,"Reporting guideline paper; no specific failure mechanism described, general AI evaluation framing",q7_failuremode_v1,claude-sonnet-4-6
38935919,2024,Caution,confabulation,generative,0.850,RAG/chunking strategies address LLM hallucination and fabrication in clinical text generation,q7_failuremode_v1,claude-sonnet-4-6
41330653,2025,Caution,none_or_unclear,unclear,0.850,Survey study on nurse anxiety about AI; no AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
39864170,2025,Caution,none_or_unclear,generative,0.700,"General governance/ethics framing for GenAI in mental health, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38776538,2024,Caution,none_or_unclear,unclear,0.850,General AI quality standards review; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
33423009,2021,Caution,misclassification,discriminative,0.950,CNN classifier for skin lesion diagnosis shows robustness/brittleness issues under image perturbations,q7_failuremode_v1,claude-sonnet-4-6
41775342,2026,Caution,confabulation,generative,0.720,Trust in accuracy of AI-generated notes; fabricated/unfaithful documentation content is core concern,q7_failuremode_v1,claude-sonnet-4-6
35544377,2022,Caution,misclassification,discriminative,0.800,"Focuses on detection, characterization, and prognostic assessment of lung nodules using predictive AI tools.",q7_failuremode_v1,claude-sonnet-4-6
38019526,2024,Caution,misclassification,discriminative,0.750,"Focuses on accurate prediction of diagnoses and outcomes, implying classification errors.",q7_failuremode_v1,claude-sonnet-4-6
39959833,2025,Caution,misclassification,discriminative,0.950,"Predictive mortality models compared on AUC, false predictions, miscalibration in cancer patients",q7_failuremode_v1,claude-sonnet-4-6
40970363,2025,Caution,none_or_unclear,generative,0.600,Methodological critique paper; no specific failure mechanism explicitly described,q7_failuremode_v1,claude-sonnet-4-6
37751956,2023,Caution,none_or_unclear,unclear,0.900,Scoping review protocol on EDI in AI; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41302680,2025,Caution,none_or_unclear,unclear,0.850,"General policy/risk framework discussion, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
39283404,2024,Caution,none_or_unclear,unclear,0.550,Ethical/policy analysis framing; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
37995113,2023,Caution,none_or_unclear,unclear,0.750,"General conference discussion on data missingness and AI risks, no specific mechanism described",q7_failuremode_v1,claude-sonnet-4-6
37747487,2023,Caution,confabulation,generative,0.720,"focuses on accuracy issues in AI-generated simulation cases, implying fabricated or inaccurate content",q7_failuremode_v1,claude-sonnet-4-6
41650281,2026,Caution,none_or_unclear,generative,0.750,General safety/efficacy framing for AI scribes; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41468531,2025,Caution,none_or_unclear,unclear,0.850,Qualitative study on physician perceptions; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40193292,2025,Caution,none_or_unclear,unclear,0.700,Conceptual/regulatory review of synthetic data definitions; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41081347,2025,Caution,none_or_unclear,unclear,0.850,"General overview of AI in primary care, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
39903508,2025,Caution,none_or_unclear,unclear,0.850,General AI data-sharing barriers review; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
35930125,2022,Caution,none_or_unclear,unclear,0.700,General commentary on patient-centered endpoints; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
41857339,2026,Caution,none_or_unclear,generative,0.750,"General regulatory framing for GenAI/LLMs, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41274810,2026,Caution,misclassification,discriminative,0.820,Review of AI diagnostic/predictive models; concerns about generalizability and classification performance,q7_failuremode_v1,claude-sonnet-4-6
38593424,2024,Caution,misclassification,generative,0.720,"LLMs produce biased/misaligned value predictions, not fabrication; wrong outputs relative to human norms",q7_failuremode_v1,claude-sonnet-4-6
38044041,2025,Caution,both,generative,0.920,ChatGPT accuracy scores (misclassification) and fabricated references 76% inaccurate (confabulation) both measured,q7_failuremode_v1,claude-sonnet-4-6
42028724,2026,Caution,none_or_unclear,unclear,0.850,General framework/governance paper; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40262029,2025,Caution,none_or_unclear,discriminative,0.550,Study on patient preferences for AI screening implementation; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
