claim_id,pmid,claim_role,pub_year,tier,topic,horizon,signature_claim,retrieved_pmids_top20,top_score,corpus_silent,low_similarity,evidence_status_summary,key_evidence,verdict,verdict_evidence_pmid,external_evidence_used,ambiguous_flag,adjudicator_note
36143468,36143468,primary,2022,3,biological sciences / multi-domain AI applications,near future,More precise diagnosis and cost-effective treatment will be possible in the near future due to the application of AI-based technologies.,38789385|39056632|40021723|40938134|40489020|40389552|40089758|38573545|39761351|41299560|38391246|41472345|41147250|40799168|38958517|41174934|39744873|39010830|41050883|41785281,67.319,FALSE,FALSE,"Multiple abstracts from 2024-2026 provide outcome evidence that AI-based technologies are demonstrating cost-effectiveness and improved diagnostic precision across several medical domains. Specific cost-effectiveness analyses show AI-assisted pathology reducing pathologist workload by 80% in prostate cancer screening, AI-supported pulmonary nodule risk stratification achieving an ICER of $4,485/LYG, machine learning algorithms reducing IPF diagnostic costs by ~$14,876 versus biopsy-all strategies, and an AI histopathology platform for breast cancer recurrence risk saving $12.5M over 6 years. Several other abstracts continue to advocate for AI's future potential in diagnostics and treatment without providing direct outcome data, representing restatements of the prediction rather than confirmatory evidence.","38789385 - Microsimulation study found AI-assisted pathology reduces pathologist-evaluated biopsy cores by 80% and yields cost savings compared to pathologist alone in Swedish prostate cancer screening [outcome] || 41785281 - Decision model found AI-assisted pulmonary nodule risk stratification cost-effective at $4,485/LYG when malignancy prevalence exceeds 5% [outcome] || 40089758 - Cost-effectiveness analysis found ML diagnostic algorithm reduced IPF diagnostic costs by $14,876 versus biopsy-all strategy, though overall ICERs remained high due to treatment costs [outcome] || 39010830 - Budget impact model found AI-augmented histopathology platform (PDxBr) for breast cancer recurrence risk assessment saved $12.5M over 6 years versus standard of care for a 1M-member payer [outcome] || 39056632 - Review advocates that AI-integrated biosensors and portable diagnostic devices will revolutionize diagnostics and enable cost-effective point-of-care testing in coming years, without reporting actual deployment outcomes [restatement]",,,,,
36143468-2,36143468,secondary,2022,2,biological sciences / multi-domain AI applications,near future,AI through machine learning and deep-learning-based smart programs can modify the metabolic pathways of living systems to maximize yield in bio-based industrial setups.,40101473|40516836|41671993|41587566|41319741|41600319|40467887|39601963|40865514|40592020|41475237|41666724|40988303|41305053|40162738|40907614|40771216|39933666|40569466|39655263,65.744,FALSE,FALSE,"Several abstracts provide outcome evidence that AI (machine learning and deep learning) is being actively applied to optimize biological and bioprocess systems in industrial and semi-industrial settings, including maximizing yields of bioactive compounds, biogas/methane, and enzyme catalysis. For example, ANN-GA models achieved a 2.38-fold increase in bacteriocin yield in bioreactor scale-up, ML models optimized biogas/methane yields in anaerobic reactors, and ML-driven screening improved squalene yield 3.76-fold in plant cell cultures. Additional abstracts discuss AI's role in enzyme discovery and synthetic biology pathway design, though these remain largely prospective or advocacy-level statements rather than demonstrated industrial deployments at scale.","40467887 - ANN-GA model achieved a 2.38-fold increase in macroidin bacteriocin yield and successful bioreactor scale-up, demonstrating ML-driven bioprocess optimization in practice. [outcome] || 40569466 - XGBoost-PSO model optimized biogas and methane yields (R2=0.99) in UASB reactors treating domestic wastewater, demonstrating ML-based yield maximization in a bio-industrial setup. [outcome] || 40988303 - ML models (MLP, RF, LightGBM) predicted and guided mutagenesis to achieve a 3.76-fold increase in squalene yield in plant callus cultures, validating AI-driven metabolite production optimization. [outcome] || 40865514 - AI methods are described as revolutionizing enzyme discovery and enabling design of novel biocatalysts for sustainable chemical production, but this remains largely prospective advocacy rather than demonstrated industrial deployment. [restatement] || 40516836 - Review advocates that GenAI contributes to synthetic biology pathway design and bio-based manufacturing, but presents this as emerging potential rather than demonstrated industrial outcome. [restatement]",,,,,
34954220,34954220,primary,2022,3,glaucoma diagnosis / ophthalmic imaging,open-ended,AI applied to relevant clinical testing in glaucoma has the potential to broadly increase access to care worldwide by providing expert-level evaluation to individuals even in the most remote regions of the planet.,39186968|38506792|37713220|41010723|39071920|40773411|39149954|38391608|38302908|39214457|38625838|38092938|40925861|40569941|39452568|40938134|38514852|40217589|39879089|40626794,68.205,FALSE,FALSE,"Multiple abstracts report real-world deployments and prospective validations of AI glaucoma screening tools, including offline smartphone-based systems tested in low-resource settings (India) achieving sensitivities of ~87–94% and specificities of ~86–94%, and a fully functional AI screening system deployed in a clinical environment in Germany. Challenge results (AIROGS, JustRAIGS) demonstrate that top AI algorithms perform comparably to expert ophthalmologists on large, diverse datasets. Reviews and implementation studies confirm that AI-based glaucoma screening has moved beyond laboratory settings into actual community and primary care deployments, though barriers such as algorithmic bias, workflow integration, image quality in real-world conditions, and regulatory requirements remain. Several abstracts also continue to advocate for AI's potential to expand access in underserved and developing-world settings, representing restatement of the original prediction alongside the outcome evidence.","38092938 - Prospective study in India showed an offline smartphone-based AI system achieved 93.7% sensitivity and 85.6% specificity for referable glaucoma detection, demonstrating real-world feasibility in a low-resource tertiary setting. [outcome] || 40569941 - Real-world prospective evaluation of an offline glaucoma AI on a smartphone fundus camera at a tertiary clinic showed 92% overall diagnostic accuracy, with higher accuracy for advanced glaucoma, supporting deployment in resource-limited environments. [outcome] || 38302908 - A fully functional AI-enabled screening system for glaucoma (and other eye diseases) was implemented and evaluated in a real clinical environment in Germany, achieving 93.26% sensitivity and 76.76% specificity for glaucoma with positive staff feedback. [outcome] || 37713220 - The AIROGS challenge demonstrated that best AI teams performed similarly to 20 expert ophthalmologists on ~113,000 images from 500 screening centers, with robust performance on external datasets. [outcome] || 38625838 - Review advocates that AI and deep learning can help establish robust glaucoma screening programs in developing countries by addressing barriers such as poor accessibility and inadequate human resources—restatement of the prediction's premise. [restatement]",,,,,
35699583,35699583,primary,2022,2,musculoskeletal / low back pain imaging,open-ended,"Multitask deep learning tools are needed for clinical practice, especially for low back pain.",38728282|39866564|40113848|39915847|40031562|41812081|39332687|38213186|40464882|40707791|41212429|40978326|41746783|39561359|41868294|38289669|41785453|41066627|40832454|41755069,67.564,FALSE,FALSE,"The retrieved abstracts show substantial real-world activity in developing and validating machine learning and deep learning tools for low back pain (LBP) across multiple clinical tasks—classification, diagnosis, triage, outcome prediction, and treatment planning—consistent with the prediction's premise. Multiple outcome-level studies report deployed or validated systems (e.g., BACK-to-MOVE, SPOILS, LAST-PAIN, CPGPrompt, digital care program predictors) achieving high accuracy, though most remain in research/validation phases rather than routine clinical deployment. A scoping review (PMID 39332687) confirms rapid growth of ML in LBP research but notes that over 95% of articles lack reproducibility and few include external validation, indicating the field has not yet fully bridged the gap to clinical practice. The abstracts largely restate the need for such tools or report early-stage validations, with only a handful representing genuine clinical deployment outcomes.","39332687 - Scoping review of 223 ML studies in LBP (1988–2023) confirms rapid growth but notes >95% lack reproducibility and only 8 include external validation, highlighting the gap between research and clinical practice. [outcome] || 41812081 - SPOILS, a deep learning-based AI decision support tool merging radiomics and clinical data for personalized LBP therapy, was developed and prospectively validated achieving up to 98.7% segmentation accuracy. [outcome] || 38728282 - BACK-to-MOVE, a CNN-based multitask model combining video pose estimation and PROMs, achieved 93.98% accuracy in classifying non-specific LBP subtypes, representing a first-of-kind clinical classification tool. [outcome] || 39915847 - Systematic review of AI-based decision support systems for LBP found high accuracy (AUC up to 0.99) across clinical scoring, assessment, and eligibility prediction tasks, supporting broader adoption but noting need for further research. [outcome] || 39561359 - An AI prediction tool using RNN and LightGBM deployed within a remote digital care program for 6125 LBP patients achieved ROC-AUC of ~0.71 by session 7 for predicting pain response, representing real-world clinical implementation. [outcome]",,,,,
36080827,36080827,primary,2022,2,point-of-care diagnostics / AI-integrated biosensors / oncology,open-ended,"AI-based universal in vitro diagnostics platforms combining embedded electronics, cloud computing, and AI will extend to multiple cell-based oncology tests via cross-reactive biomarkers spanning oral, colorectal, lung, bladder, esophageal, and cervical cancers, improving patient care, management, and outcomes through deployment of this resilient and scalable technology.",41961172|38573545|38773458|40021723|39330017|39714567|40457408|40865649|38141549|38702711|41708854|38396223|39761351|40769650|41147250|39590580|39197222|41252130|39708670|38554271,63.635,TRUE,TRUE,"The retrieved abstracts broadly discuss AI integration in cancer diagnostics, including cytopathology, digital pathology, biosensors, and point-of-care platforms, but none specifically describe a deployed universal in vitro diagnostics platform combining embedded electronics, cloud computing, and AI across the specific panel of cancers (oral, colorectal, lung, bladder, esophageal, and cervical) via cross-reactive biomarkers as predicted. The closest outcome evidence is a clinical-grade autonomous cytopathology system (PMID 41708854) validated across cervical, lung, and bladder cancers using edge computing and AI, which partially overlaps with the prediction's scope but is not described as a universal cross-reactive biomarker platform. The remaining abstracts largely restate the potential and advocacy for AI-based multi-cancer diagnostics without reporting actual deployment of the specific integrated platform described in the prediction.","41708854 - A clinical-grade autonomous cytopathology pipeline combining whole-slide edge tomography and AI was validated across cervical, lung, and bladder cancer samples in a multicentre study, achieving AUC >0.99 at single-cell level, representing partial real-world deployment overlapping the prediction's scope but not a universal cross-reactive biomarker platform. [outcome] || 41961172 - Review advocates for AI-based companion diagnostics integrating biosensors, molecular diagnostics, and cloud/AI frameworks for precision medicine, but reports no deployed universal multi-cancer IVD platform. [restatement] || 40457408 - Systematic review of current AI technologies in cancer diagnostics covers imaging, liquid biopsy, and biomarker discovery across multiple cancer types but describes no deployed universal cross-reactive biomarker IVD platform. [restatement] || 38396223 - Review of regulatory frameworks for AI cytometry solutions discusses modular software-as-medical-device approaches for clinical flow cytometry but does not report deployment of a universal multi-cancer IVD platform. [restatement] || 40021723 - OVision, a Raspberry Pi-powered portable deep learning device, demonstrated 95% accuracy for ovarian cancer subtype detection as a proof-of-concept, showing feasibility of low-cost embedded AI diagnostics but limited to a single cancer type. [outcome]",,,,,
32767299,32767299,primary,2022,1,pediatric musculoskeletal ultrasound / hip dysplasia screening,open-ended,"Deep-learning algorithms, more accurate than physicians at newborn-hip ultrasound angle measurement (CNN RMSE 3.9 deg vs physician 7.1 deg), can be used in routine practice to support/surpass physicians.",40983921|40864882|41367158|41404490|40183679|41871224|41528602|39032010|40771241|38317019|39614404|38148925|39394122|41231298|41663107|38720865|38235841|38525504|42027212|39821209,63.715,FALSE,FALSE,"None of the retrieved abstracts directly address the specific prediction about CNN-based deep-learning algorithms for newborn hip ultrasound angle measurement (with the cited RMSE figures of 3.9° vs 7.1°). One abstract (PMID 38720865) describes a semi-supervised deep learning method for infant hip dysplasia diagnosis using ultrasound, reporting improved landmark identification accuracy compared to manual operators, which is broadly consistent with the prediction's domain but does not validate or test the specific CNN system or RMSE figures cited. The remaining abstracts concern general AI/LLM performance in other medical domains and do not speak to routine clinical deployment of hip ultrasound angle-measurement algorithms.","38720865 - A semi-supervised deep learning method for infant hip dysplasia ultrasound landmark identification outperformed manual operators (DSC 0.7873 vs 0.7734), supporting the general premise that AI can improve hip ultrasound analysis, but does not validate the specific CNN or RMSE figures from the prediction. [restatement]",,,,,
36514232,36514232,primary,2022,3,veterinary AI / healthcare AI advancement,open-ended,Artificial intelligence in veterinary care will be a major driving force behind AI advancements in healthcare.,40173266|41745975|41742540|40561905|38843690|39638756|38431128|39933254|41742536|40431497|40145983|40107235|39919380|38678576|41681390|41868387|40972630|41961172|38911678|41388461,70.033,FALSE,FALSE,"The retrieved abstracts show that AI in veterinary medicine is actively growing and being integrated across diagnostics, pathology, oncology, livestock monitoring, and clinical workflows, with a rapid increase in publications since 2019 and a 2024 survey showing many veterinary professionals already using AI tools. However, none of the abstracts provide evidence that veterinary AI is a 'major driving force' behind AI advancements in human healthcare; rather, the literature consistently frames veterinary AI as following or paralleling human medicine developments, not leading them. Several abstracts explicitly note that veterinary AI is 'in its early stages' and lags behind human medicine in validation, transparency, and clinical deployment. The corpus thus documents veterinary AI's own growth but does not support the directional claim that it drives broader healthcare AI advancement.","40145983 - Bibliometric analysis shows rapid increase in veterinary AI publications since 2019, but frames veterinary AI as a growing field rather than a driver of broader healthcare AI. [outcome] || 40431497 - Comparative review states AI in veterinary chest radiography is 'still in its early stages and rarely used,' contrasting with extensive human medicine AI development, indicating veterinary AI follows rather than leads. [outcome] || 39933254 - 2024 survey of 3,968 veterinary professionals shows growing AI adoption and optimism, but focuses on veterinary-specific applications with no indication of driving human healthcare AI. [outcome] || 41868387 - Systematic audit found 71 commercial veterinary AI products in North America but with systemic opacity and low transparency scores, suggesting the field is still maturing rather than leading broader AI healthcare advances. [outcome] || 40173266 - Narrative review frames veterinary AI as benefiting from and extending human healthcare AI trends, not as a driver of them—a restatement of veterinary AI's potential rather than evidence of leadership. [restatement]",,,,,
37466892,37466892,primary,2023,3,psychiatry / medical education,open-ended,Artificial intelligence represents the next frontier in psychiatric treatment and education.,41089865|40687277|40021674|40754806|40525589|39276483|41413359|40456953|41547796|40881929|41499904|41794780|41512419|40597244|41908809|38718518|39940850|39232341|41581959|40481455,66.738,FALSE,FALSE,"The retrieved abstracts collectively indicate that AI in psychiatry and psychiatric education has moved well beyond a mere prediction and is now an active, documented area of research, clinical exploration, and educational reform as of 2024–2026. Multiple outcome-type studies report real-world deployments and evaluations: AI tools (including ChatGPT-4) are being piloted for generating psychiatric education materials, surveys of psychiatrists and nurses document actual attitudes and readiness toward AI in clinical workflows, and bibliometric analyses confirm a substantial and growing body of AI-psychiatry research. However, several abstracts also note that full clinical integration remains limited, with challenges around interpretability, ethics, data quality, and clinician training still unresolved. The corpus thus reflects a field in active transition rather than one where AI has fully transformed practice, with continued advocacy and restatement of potential alongside genuine outcome evidence of early-stage implementation.","41413359 - Pilot study demonstrating ChatGPT-4 successfully generated clinically relevant case vignettes and MCQs for undergraduate psychiatry education, with expert evaluation confirming quality and clinical relevance. [outcome] || 41547796 - Cross-sectional survey of 134 Chinese psychiatrists in 2025 found broad AI exposure, moderate self-efficacy, and cautious optimism, with strong preference for documentation-support AI tools over assessment or psychotherapy applications. [outcome] || 41499904 - Bibliometric analysis of 2,328 AI-psychiatry publications (1980–2025) documents a growing research field with themes of digital health and interpretability rising prominently in 2024–2025, confirming real-world expansion of AI in psychiatry. [outcome] || 41581959 - Outcome report noting AI scribes are already charting and chatbots are offering limited psychotherapy services, while researchers are actively applying AI to suicide risk prediction, diagnosis, and health professional education. [outcome] || 41089865 - Narrative review arguing that AI has begun transforming psychiatric theory and clinical practice and that medical education programs must now redesign curricula to include computational competencies—framed as an ongoing imperative rather than a future possibility. [restatement]",,,,,
35965155,35965155,primary,2023,2,radiology AI leadership and deployment,open-ended,"Academic radiology departments, with their track record of innovation and unique access to digital data, are distinctly positioned to lead AI initiatives and usher in a new medical era of artificial intelligence.",39096946|41781096|40742646|41899545|40552997|38682670|39475198|37769940|41266222|39653370|41251552|40875087|41474993|40174629|41530420|40579558|39291941|40707732|39001283|40971485,66.176,FALSE,FALSE,"The retrieved abstracts broadly confirm that radiology is positioned at the forefront of AI adoption in medicine, citing its early digitization, structured data formats, and existing AI infrastructure as key advantages. However, the evidence is largely restatement-level advocacy rather than outcome evidence specifically demonstrating that academic radiology departments have concretely led and delivered AI initiatives at scale. Outcome-level evidence shows growth in CE-certified AI products (173 by 2023, up from 100 in 2020) and increased peer-reviewed validation, but persistent challenges—including limited clinical translation, regulatory hurdles, and workflow integration gaps—indicate the leadership role of academic radiology remains aspirational in many respects. No abstract directly measures or compares academic radiology departments' AI leadership against other entities.","41266222 - Radiology's digital maturity and early AI adoption position it as a 'critical testbed' for foundational AI integration, but FDA clearance, external validation, and PACS/RIS integration barriers remain unresolved—restatement of positioning with some outcome detail on limitations. [restatement] || 40707732 - CE-certified radiological AI products grew from 100 (2020) to 173 (2023) with peer-reviewed evidence rising from 36% to 66%, indicating market maturation, though higher-efficacy and vendor-independent evidence remains limited. [outcome] || 40742646 - Radiology is described as 'at the forefront' of AI transformation due to full digitization, but widespread AI adoption remains limited to specific use cases, with cultural and regulatory barriers slowing progress. [restatement] || 39653370 - Very few AI models developed across research laboratories find their way into routine clinical use, highlighting a persistent divide between AI research and successful clinical translation in radiology. [outcome] || 40971485 - A US national survey found 82.9% of radiologists believe AI will significantly impact radiology, with subspecialty and demographic variation in adoption timelines, but structured training and regulatory frameworks are still needed. [outcome]",,,,,
37429545,37429545,primary,2023,2,neurology / Parkinson's disease AI diagnostics and therapeutics,open-ended,"AI and ML models will enable early prediction, diagnosis, classification, novel biomarker identification, drug discovery, and effective management of Parkinson's disease through neuroimaging, speech recordings, gait analysis, lipidomics, gut-brain axis, metaverse, IoT, and electronic health records.",39832626|41644015|40457336|40791245|41171887|38832074|41155050|38771237|41910849|41300916|40911459|40945155|40037167|41338440|38356538|38724317|40053624|38968013|40092968|41899891,65.189,FALSE,FALSE,"The retrieved abstracts provide extensive outcome evidence that AI and ML models are actively being developed and validated for early prediction, diagnosis, classification, and management of Parkinson's disease across multiple modalities including neuroimaging, speech recordings, gait analysis, wearable sensors, genetic data, facial expression analysis, and electronic health records. Multiple studies report high-accuracy models (ranging from ~83% to 98%+) for PD detection, staging, and progression monitoring, with several frameworks achieving clinical-grade performance on independent validation cohorts. Reviews confirm that AI-based approaches are being systematically evaluated across diverse data modalities, though they also note persistent challenges including limited external validation, data heterogeneity, and gaps between research performance and real-world clinical deployment. The evidence reflects active research progress and proof-of-concept deployments rather than widespread clinical adoption, with some studies (e.g., federated learning with hospital collaboration, reinforcement learning for medication monitoring) demonstrating real-world applicability.","41644015 - Review of 2022-2025 studies confirms AI models support early risk stratification, disease characterization, and monitoring across neuroimaging, biosensors, speech, gait, and EHR modalities, while noting clinical readiness remains limited. [outcome] || 40457336 - ML applied to multimodal gait and wearable sensor data identified three PD severity subtypes and digital biomarkers with AUC of 1.0 for distinguishing severe from mild subtypes, demonstrating clinical applicability. [outcome] || 41899891 - Explainable AI framework using vertical ground reaction force gait signals achieved AUC ≥0.93 for PD detection and strong correlation (ρ=0.921) with clinical severity, with longitudinal cohort showing gait decline ~4 years before diagnosis. [outcome] || 40911459 - Federated learning framework (TriAFL) for PD diagnosis via facial expression analysis was validated in collaboration with a hospital using the largest known PD facial expression dataset, demonstrating real-world applicability. [outcome] || 38771237 - Systematic review of 113 ML studies for PD diagnosis found methodological limitations (only 65.5% used holdout test sets, few direct model comparisons) contributing to a gap between reported performance and real-life applicability. [outcome]",,,,,
37088277,37088277,primary,2023,1,obstetrics and gynecology clinical examination / NLP,open-ended,"ChatGPT outscored human candidates (average 77.2% vs 73.7%) in a virtual objective structured clinical examination in obstetrics and gynecology, demonstrating emergent ability to compete with human candidates who have undergone extensive specialist training.",40550116|40596684|40393680|40305090|41663331|39355902|38247132|39799741|39810943|39289903|41774170|41699404|40287483|41339707|41032884|41505193|38593984|39326228|38940388|40474219,64.807,FALSE,FALSE,"None of the retrieved abstracts directly report on the specific prediction that ChatGPT outscored human candidates (77.2% vs 73.7%) in a virtual OSCE in obstetrics and gynecology. One abstract (PMID 39355902) does compare GPT-3.5 and GPT-4 scores against OB/GYN residents on a promotional examination, finding GPT-4 averaged ~79.3% versus residents averaging ~79–84% with no statistically significant difference, which is a related but distinct outcome. Several other abstracts evaluate LLM performance on OB/GYN knowledge assessments in various formats, but none reference or validate the specific virtual OSCE study described in the prediction. The broader corpus shows ongoing evaluation of LLMs in OB/GYN educational contexts, but does not confirm or refute the specific OSCE finding cited.","39355902 - GPT-4 scored ~79.3% on OB/GYN resident promotional exam questions, comparable to residents (79–84%), with no statistically significant difference; a related but distinct outcome from the predicted OSCE scenario. [outcome] || 40596684 - ChatGPT-4 significantly outperformed ChatGPT-3.5 on Polish OB/GYN specialty certificate exam questions, with both models showing satisfactory knowledge, but no comparison to human candidate scores in an OSCE format. [outcome] || 38247132 - A Korean review article states ChatGPT has demonstrated capabilities surpassing human performance in OBGYN examinations, but this is a narrative restatement without reporting the specific OSCE study data. [restatement] || 41774170 - Next-generation AI chatbots (including ChatGPT-5) showed unsatisfactory accuracy (21–33%) on gynecological MCQs under zero-shot constrained conditions, suggesting performance is highly context-dependent. [outcome] || 39326228 - OB/GYN residents interacting with ChatGPT during clinical evaluations achieved only 21% accurate responses, highlighting limitations of AI in real-world resident assessment contexts. [outcome]",,,,,
36924908,36924908,primary,2023,2,clinical NLP / obstetrics-gynecology,open-ended,"Chat Generative Pre-trained Transformer has potential uses in the practice of medicine, and clinicians (obstetrician-gynecologists) should serve as the driving force behind developing and guiding its use in their field.",38247132|39103621|40393680|40596684|37779351|40531221|38329787|39799741|38281582|38648540|38527167|40555983|42027709|38224925|38593984|39035703|39058798|39810943|38066714|39978322,67.922,FALSE,FALSE,"Multiple 2024-2026 studies have empirically tested ChatGPT's performance across obstetrics and gynecology domains—including clinical decision-making, patient education, triage, research ideation, and guideline comprehension—consistently finding it useful but requiring clinician oversight and validation. Several studies explicitly call for healthcare professionals, including OB-GYNs, to guide and govern AI integration, echoing the prediction's advocacy. However, the bulk of the evidence is feasibility and performance-evaluation studies rather than reports of formal deployment or clinician-led governance frameworks being established. The corpus thus shows active real-world exploration and testing of ChatGPT in OB-GYN, with ongoing calls for clinician leadership, but does not document a definitive outcome in which OB-GYNs have formally assumed a driving governance role.","38247132 - Comprehensive review concludes ChatGPT has transformative potential in OB-GYN for diagnosis, education, and research, but stresses need for clinician validation and responsible integration. [restatement] || 40393680 - Narrative review documents generative AI actively reshaping OB-GYN research workflows (hypothesis generation, systematic reviews, writing) and calls for proactive clinician governance and human verification. [restatement] || 39799741 - Feasibility study found ChatGPT's triage and management recommendations for gynecologic/obstetric emergencies were rated 'very good to excellent' by human experts, supporting its role as a clinical support tool requiring human supervision. [outcome] || 38281582 - Board-certified MFM physicians evaluated ChatGPT-generated patient information sheets and rated accuracy at 4.8/6, concluding ChatGPT is best used as an adjunct requiring extensive clinician validation. [outcome] || 39978322 - Feasibility study showed ChatGPT 4.0 could evaluate gynecologic oncology case vignettes with recommendations consistent with physician assessments in 3 of 5 cases, but human interpretation remained necessary for complex cases. [outcome]",,,,,
37204548,37204548,primary,2023,3,neurosurgery / clinical AI assistance,open-ended,GPT4 is prone to become an indispensable assistant for neurosurgeons in the new era.,38574687|39136574|38723944|37500980|38353523|37923374|37450276|41965230|40520893|39429611|41773846|40777857|39061677|39326037|38806794|41242607|38179986|40013839|39198333|41697048,65.636,FALSE,FALSE,"Multiple studies published in 2024-2026 have empirically tested GPT-4's performance across neurosurgical and neuroradiological tasks, finding it generally useful but with notable limitations. GPT-4 demonstrated high accuracy in neurosurgical triaging (100% in one study), clinically useful responses to general neurosurgical questions (~93% guideline consistency), and diagnostic accuracy comparable to radiologists for brain tumors, though it was outperformed by human experts in challenging neuroradiology cases and showed unreliable citation generation. A prospective pilot in a low-resource neurosurgery ward found LLM-assisted care improved management plan quality and reduced critical errors, suggesting real-world clinical utility. Overall, the evidence shows GPT-4 is being actively evaluated and shows promise as a neurosurgical assistant tool, but current literature emphasizes it as a support adjunct rather than an indispensable standalone tool, with calls for caution regarding hallucinations, citation errors, and ethical concerns.","38574687 - GPT-4 responses were clinically useful, relevant, and coherent for neurosurgical questions but produced unreliable citations and missed red-flag symptoms in 7.1% of cases [outcome] || 38353523 - GPT-4 achieved 100% accuracy in diagnosing and triaging neurosurgical scenarios, performing at the level of a senior neurosurgical resident [outcome] || 41697048 - Prospective pilot in a Gambian neurosurgery ward found GPT-4o Turbo improved postoperative management plan quality by 8.5% overall and reduced critical errors from 33.3% to 0% for medical officers [outcome] || 38806794 - GPT-4-based ChatGPT achieved only 22% diagnostic accuracy in challenging neuroradiology cases, significantly below board-certified radiologists [outcome] || 38723944 - Authors developed an ethical framework for AI in neurosurgery, urging use only for validated purposes and cautioning against automatic adoption of outputs without neurosurgeon interpretation [restatement]",,,,,
37335374,37335374,primary,2023,3,infectious disease surveillance and control,open-ended,"AI will increasingly prevent future health crises by predicting outbreaks, identifying high-risk areas, and aiding in vaccine development.",39747786|40376848|39708670|38853633|41431473|40550258|40730485|38982912|41123279|40567963|38194263|40406131|38318824|39624726|40974075|40124369|40756816|40216974|37955873|40410212,68.551,FALSE,FALSE,"The retrieved abstracts collectively indicate that AI is actively being applied across outbreak prediction, high-risk area identification, and vaccine development as of 2024-2026, consistent with the prediction's direction. Multiple reviews and meta-analyses document real-world and research-level deployments of AI/ML in epidemiological modeling, surveillance systems, antigen discovery, and clinical trial optimization. However, most abstracts are reviews, bibliometric analyses, or advocacy pieces describing potential and ongoing research rather than reporting definitive outcome evidence that AI has prevented specific health crises. A few abstracts do report concrete outcome-level findings, such as a prospective validation of ML models for identifying high-risk COVID-19 patients across epidemiological waves and a framework evaluation of surveillance systems for AI-driven influenza forecasting, indicating operational progress but stopping short of demonstrating crisis prevention at scale.","40410212 - Prospective study validated ML models trained on early COVID-19 data that accurately identified high-risk patients across six epidemiological waves without retraining, demonstrating operational robustness of AI for pandemic management. [outcome] || 40406131 - Umbrella review of 27 reviews found AI (ML and deep learning) has demonstrably accelerated vaccine discovery timelines, optimized supply chains, and improved epitope mapping, with persistent challenges around data heterogeneity and regulation. [outcome] || 39708670 - Meta-analysis of 44 studies found AI/ML significantly improved efficiency in vaccine development and infectious disease control, with the highest pooled effect sizes in infectious disease control (1.2; 95% CI: 0.85-1.50). [outcome] || 40730485 - Framework study evaluated real influenza surveillance systems in New Zealand for AI/ML-based short-term forecasting capability, identifying specific systems best suited for operational outbreak modeling. [outcome] || 39747786 - Review advocates for sustained integration of AI in epidemiological modeling, vaccine development, and surveillance, describing capabilities but not reporting specific prevented outbreaks. [restatement]",,,,,
37183438,37183438,primary,2023,2,oncology / clinical NLP,open-ended,"ChatGPT is well suited to review and extract key content from records of patients with cancer, interpret next-generation sequencing reports, and offer a list of potential clinical trial options.",41535766|39774443|39259922|39008829|41797434|41632936|38513166|39921887|39644869|40325165|38876943|41876500|38654304|40153782|39602661|39828224|39327389|38508642|39673022|42038722,63.726,FALSE,FALSE,"Multiple abstracts from 2024-2026 demonstrate real-world deployments and validations of LLMs (including ChatGPT/GPT-4 variants) for extracting clinical information from records, processing genomic/biomarker data, and matching patients to clinical trials in oncology. Systems like TrialMatchAI and NCI Clinical Trials Navigator show outcome evidence of AI tools successfully matching patients to biomarker-driven trials, with TrialMatchAI achieving >90% accuracy in criterion-level eligibility classification and 92% of oncology patients having at least one relevant trial retrieved. A pilot implementation study at a large academic cancer center demonstrated prospective deployment of AI tools processing NGS reports and radiology notes to identify clinical trial candidates, though enrollment rates remained modest. However, one study found ChatGPT 3.5 generated largely non-existent references in radiation oncology literature searches, highlighting important limitations in reliability for clinical use.","41876500 - TrialMatchAI, an LLM-based system processing heterogeneous clinical records including biomarker data, achieved >90% accuracy in criterion-level eligibility classification and retrieved relevant trials for 92% of oncology patients in real-world validation. [outcome] || 38513166 - Prospective pilot at a large cancer center used AI to process NGS reports and radiology notes to identify clinical trial candidates, generating 60,199 patient-trial matches and facilitating 5 actual trial enrollments. [outcome] || 41632936 - LLM-based NCI Clinical Trials Navigator was built and demonstrated to automatically match natural language queries (including biomarker profiles) with eligible clinical trials using NCI CTRP data. [outcome] || 40153782 - Scoping review of 24 studies confirmed LLMs applied to data extraction from oncology clinical text can reduce administrative burden of reviewing patient health records, with ChatGPT variants among tools evaluated. [outcome] || 39673022 - ChatGPT 3.5 generated largely non-existent publications (298 of 350) in radiation oncology literature searches, highlighting significant reliability limitations for clinical literature review tasks. [outcome]",,,,,
